"Company","Title","Location","Region","URL","Source","Status","Notes"
"DRW","FPGA Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/8038923","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8038923 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a n FPGA Intern , you will build advanced trading applications leveraging cutting-edge technology. DRW enables our FPGA Interns to develop a real-world trading centric FPGA application under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will make an impact… Design, develop, test, and deploy proprietary FPGA solutions . Exam..."
"DRW","Platform Engineer Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/7997729","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7997729 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Platform Engineer Intern , you will be part of our advanced technology team focused on maintaining and improving the reliability and efficiency of our platform, including underlying systems at DRW. The platform engineer intern will work under the guidance of senior technologists to ensure our systems are highly reliable and scalable during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will ma..."
"DRW","Quantitative Developer Intern (Python)","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/7981754","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7981754 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | DRW is a technology-driven, diversified principal trading firm. We trade our own capital at our own risk, across a broad range of asset classes, instruments and strategies, in financial markets around the world. As the markets have evolved over the past 25 years, so has DRW – maximizing opportunities to include real estate, cryptoassets and venture capital. With over 1,000 employees at our Chicago headquarters and offices around the world, we work together to solve complex problems, challenge consensus and deliver meaningful results. It’s a place of high expectations, deep curiosity and thoughtful collaboration. As a Quantitative Developer Intern , you will implement software solutions that use advanced..."
"DRW","Quantitative Research Intern","Chicago, New York City","North America","https://job-boards.greenhouse.io/drweng/jobs/7818540","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7818540 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Research Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7957756","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7957756 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Research Intern","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014915","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014915 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Trading Analyst Intern","Chicago, Illinois","North America","https://job-boards.greenhouse.io/drweng/jobs/7668776","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7668776 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Quantitative Trading Analyst Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7957243","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7957243 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project-based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Quantitative Trading Analyst Intern","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014919","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014919 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Software Developer Intern","Montreal","North America","https://job-boards.greenhouse.io/drweng/jobs/7991196","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7991196 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will join one of our development teams supporting our network development initiatives or trading businesses. Depending on the team you join, you will build advanced trading, analysis and risk applications, or advanced monitoring and automation systems leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your internship. While your days will have you immersed in complex projects directly driving DRW's progress, your tim..."
"DRW","Software Developer Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7942281","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7942281 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organised social events to truly discover what it is like to live and work in London. How you will make an impact… Design, develop, test, and deploy proprietar..."
"DRW","Software Developer Intern","Amsterdam","Europe","https://job-boards.greenhouse.io/drweng/jobs/8020364","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8020364 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Amsterdam. How you will make an impact… Design, develop test, and deploy propriet..."
"DRW","Software Developer Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/7992936","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7992936 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will make an impact… Design, develop, test, and deploy proprieta..."
"DRW","Software Developer Intern (C++)","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014910","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014910 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern in our Singapore office, you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your internship. While your days will have you engrossed with complex quantitative trading projects, your evenings will be spent exploring the city with organized social events to truly discover what it’s like to live and work in Singapore. How you will make an impact… Design, develop test, and ..."
"DRW","Strategy Intern","Chicago, IL","North America","https://job-boards.greenhouse.io/drweng/jobs/7992670","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7992670 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. We are looking for a forward-looking Strategy Intern to identify, quantify and develop plans for new business opportunities to leverage our deep expertise in global markets and cutting-edge trading technology. This role will be part of a growing, centralized strategy team tasked with partnering with a diverse set of trading businesses across the firm to develop and execute on business plans. Within assigned areas of focus, you will be tasked with helping our operations, trading and technology teams think beyond today into what’s possible tomorrow, identify gaps in our team’s experience, and highlight u..."
"DV Trading","2027 Summer Internship - Trading (DV Equities)","Hong Kong","Asia","https://job-boards.greenhouse.io/dvtrading/jobs/4691295005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4691295005 | internship timing: 2027 Summer; graduation eligibility mentions: 2027 | About Us : Founded 20 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America, Europe and Asia. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. Overview: As a Trading Intern, you'll work with our trading teams and learn p..."
"Engineers Gate","Quantitative Research Intern","Hong Kong","Asia","https://job-boards.greenhouse.io/engineersgate/jobs/7946542","Career page Greenhouse:engineersgate","Confirmed official posting","career_page=https://job-boards.greenhouse.io/engineersgate | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=7946542 | internship timing not stated in title | About EG Engineers Gate (EG) is a leading investment manager founded in 2014 as a quantitative, computer-driven trading firm. Today, EG operates as a diversified, multi-strategy investment platform that combines systematic research with selective discretionary approaches. EG's multi-manager platform allows independent investment teams to pursue distinct strategies while benefiting from shared infrastructure, risk management, and operational support. The firm’s collaborative groups of researchers, engineers, and investment professionals deploy sophisticated statistical models, proprietary technology, and a centralized data platform to isolate and solve challenging problem sets in the global financial markets. About The R..."
"Five Rings","Summer Intern 2027 - Quantitative Trader","New York","North America","https://job-boards.greenhouse.io/fiveringsllc/jobs/5139668008","Career page Greenhouse:fiveringsllc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/fiveringsllc | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5139668008 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | About Five Rings Five Rings is a proprietary trading firm founded with a vision of combining strategy, innovation and technology to succeed in today’s global markets. With offices in New York, Boca Raton, London and Amsterdam, Five Rings trades in various domestic and international markets, both established and esoteric. Our team constantly seeks new opportunities, analyzes their risks and rewards, and creates strategies and tools to capitalize on them. We have an open culture and encourage the flow of knowledge and ideas between all areas of the firm. About the Program Five Rings offers an intensive 9 week summer internship program that runs from the beginning of June through the begi..."
"Five Rings","Summer Intern 2027 - Software Developer","New York","North America","https://job-boards.greenhouse.io/fiveringsllc/jobs/5349707008","Greenhouse:fiveringsllc","Confirmed official posting","internship timing: Summer"
"Flow Traders","Quantitative Trading Intern Summer 2027","New York","North America","https://job-boards.greenhouse.io/flowtraders/jobs/8047166","Career page Greenhouse:flowtraders","Confirmed official posting","career_page=https://www.flowtraders.com/careers | company_wrapper=https://www.flowtraders.com/job?gh_jid=8047166 | internship timing: Summer 2027; graduation eligibility mentions: 2028 | Flow Traders is looking for entrepreneurial, competitive, and analytical students to join our New York Trading team as a Trading Intern for Summer 2027. Spend your summer experiencing what it’s like to be a Trader in the financial capital of the world! The trading internship will take place over nine weeks in our New York office, beginning in early June through early August. During the program, you will have the opportunity to explore your interest in trading, while being fully immersed in the excitement on our Trading floor. As an intern, you will get a 360-degree view of Flow Traders’ role in the financial markets, how our Traders seize arbitrage opportunities, and how they work together as a team to o..."
"Flow Traders","Trading Intern","Hong Kong","Asia","https://job-boards.greenhouse.io/flowtraders/jobs/8102618","Career page Greenhouse:flowtraders","Confirmed official posting","career_page=https://www.flowtraders.com/careers | company_wrapper=https://www.flowtraders.com/job?gh_jid=8102618 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Flow Traders is looking for entrepreneurial, competitive, and analytical students to join our Trading department as an Intern. What better way to find out if a career in Trading is something for you, than by experiencing it yourself as a Trading Intern! You will get a 360-degree view of our role in the financial markets, how our Traders seize opportunities, and how they work together as a team to optimize and improve their trading desk. This Trading internship is about immersing yourself in the financial markets and experiencing trading up close. You do not need to have a financial background; we will teach you all you need to know. Experience with a scientific programming language or excel ..."
"Goldman Sachs","2027 | Americas | New York City Area | Wealth Management, Quantitative Finance | Summer Analyst","New York","North America","https://higher.gs.com/roles/155800","Official careers page","Confirmed official posting","Official Goldman Sachs Higher role page; Summer Analyst program for bachelor's/graduate degree students."
"Goldman Sachs","2027 | APEJ | Singapore | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Analyst","Singapore","Asia","https://higher.gs.com/roles/170600","Official careers page","Confirmed official posting","Official Goldman Sachs Higher role page; quantitative strategists construct quantitative models for global markets."
"Group One Trading","Trading Analyst Intern","Chicago, IL","North America","https://group1.applicantpro.com/jobs/3859850","Official ApplicantPro posting","Confirmed official posting","Summer internship from June through August 2027; applicant must remain an active college student in Fall 2027."
"GSA Capital","Quantitative Researcher - Intern","London, New York","Global / Multiple Regions","https://www.gsacapital.com/careers/gh/?gh_jid=8570661002","Career page Greenhouse:gsacapital","Confirmed official posting","career_page=https://www.gsacapital.com/join-us | company_wrapper=https://www.gsacapital.com/job?gh_jid=8570661002 | internship timing not stated in title | We are interested in hearing from students at the penultimate year of their graduate or postgraduate studies who are looking to secure an internship in quantitative research and possess the relevant attributes. Research at GSA Capital means combining creativity, rigour and attention to detail in the design of systematic investment strategies. As a minimum, you must have an outstanding academic track record in a STEM, economics or empirical finance discipline from a leading academic institution and be able to demonstrate a passion and understanding for working within a quantitative environment. For candidates requiring visa sponsorship or additional immigration/right-to-work processing assistance, we encourage you to apply by end of Ma..."
"GSA Capital","Software Developer - Intern","London","Europe","https://www.gsacapital.com/careers/gh/?gh_jid=8570668002","Career page Greenhouse:gsacapital","Confirmed official posting","career_page=https://www.gsacapital.com/join-us | company_wrapper=https://www.gsacapital.com/job?gh_jid=8570668002 | internship timing not stated in title | We are interested in hearing from students in the penultimate year of their graduate or postgraduate studies who are looking to secure an internship within software development. At a minimum, you must have an outstanding foundation in computer science or a closely related discipline and be able to demonstrate a passion and understanding for writing high quality code. For candidates requiring visa sponsorship or additional immigration/right-to-work processing assistance, we encourage you to apply by end of March to allow sufficient time to complete the visa application and/or complete necessary checks before the internship start date."
"Hudson River Trading","Algorithm Development (Quant Research & Trading) Internship – Summer 2027","London, United Kingdom; New York, NY, United States; Singapore","Global / Multiple Regions","https://www.hudsonrivertrading.com/careers/job/?gh_jid=7964062","Career page Greenhouse:wehrtyou","Confirmed official posting","career_page=https://www.hudsonrivertrading.com/careers/ | company_wrapper=https://www.hudsonrivertrading.com/careers/job?gh_jid=7964062 | internship timing: Summer 2027 | We do not allow multiple applications. Please apply to the ONE role you are most interested in and we will consider you for all open positions when reviewing your application. Hudson River Trading (HRT) is seeking exceptional full-time students to join our Algorithm Development Summer Internship Program. Algorithm Developers at HRT focus on the research and implementation of automated trading strategies. As an intern, you will have the opportunity to rotate between our high- and mid-frequency trading teams, as well as our machine learning teams. In close collaboration with full-time mentors, you will apply sophisticated quantitative modeling techniques to understand and predict market behavior and write software to impr..."
"Hudson River Trading","Software Engineering Internship (C++ or Python) – Summer 2027","Austin, TX, United States; Chicago, Illinois, United States; London, United Kingdom; New York, NY, United States; Singapore","Global / Multiple Regions","https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083","Career page Greenhouse:wehrtyou","Confirmed official posting","career_page=https://www.hudsonrivertrading.com/careers/ | company_wrapper=https://www.hudsonrivertrading.com/careers/job?gh_jid=8052083 | internship timing: Summer 2027 | We do not allow multiple applications. Please apply to the ONE role you are most interested in and we will consider you for all open positions when reviewing your application. Hudson River Trading (HRT) is seeking highly motivated full-time students to join our Software Engineering Summer Internship Program. HRT brings together the sharpest minds across quantitative disciplines—math, computer science, physics, engineering, and more— within our world-class computing environment to rapidly scale solutions to the toughest problems in tech and trading. Our software engineers create and maintain technology and infrastructure that is integral to the success of our trading. Ideal candidates are smart programmers who love to co..."
"IMC Financial Markets","Hardware Engineer Intern - Summer 2027","Chicago, United States","North America","https://job-boards.eu.greenhouse.io/imc/jobs/4823945101","Greenhouse:imc","Confirmed official posting","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Machine Learning Research Intern - Summer 2027 - Chicago","Chicago, United States","North America","https://job-boards.eu.greenhouse.io/imc/jobs/4907430101","Greenhouse:imc","Confirmed official posting","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Research Intern (BS/MS) - Summer 2027","Chicago, United States","North America","https://job-boards.eu.greenhouse.io/imc/jobs/4907399101","Greenhouse:imc","Confirmed official posting","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Quantitative Trader Intern - Summer 2027","Chicago, United States","North America","https://job-boards.eu.greenhouse.io/imc/jobs/4823923101","Greenhouse:imc","Confirmed official posting","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Financial Markets","Software Engineer Intern - Summer 2027","Chicago, United States","North America","https://job-boards.eu.greenhouse.io/imc/jobs/4823924101","Greenhouse:imc","Confirmed official posting","internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"IMC Trading","Hardware Engineer Intern","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4927149101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4927149101 | internship timing not stated in title; graduation eligibility mentions: 2028 | Our internship programme in Amsterdam is your chance to experience life as an engineer at IMC. As a Hardware Engineer Intern, it’s about much more than just writing code: you’ll gain insight into IMC’s field-programmable gate array (FPGA) development process, get to know IMC’s unique business model and build valuable connections with our trading and technology teams. Throughout the internship, you will receive comprehensive support from dedicated internship trainers, and a one-on-one mentor to guide you in your work and professional development. You will benefit from a highly competitive compensation package, fully-furnished corporate accommodation, catered meals, and experienc..."
"IMC Trading","Machine Learning Research Intern - Summer 2027 - Amsterdam","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4912874101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4912874101 | internship timing: Summer 2027; graduation eligibility mentions: 2028, 2027 | Our Machine Learning Internship is designed for curious, ambitious researchers who want to apply machine learning to complex, real-world problems. Over 10 weeks, you'll work alongside experienced researchers and mentors to develop models, analyze large-scale datasets, and contribute to research that informs IMC's trading strategies across global equities, futures, and options markets. You'll begin with a week of engaging, classroom-based learning in the proprietary trading landscape, then gain hands-on experience designing experiments, evaluating novel approaches, and tackling challenging problems in a collaborative, fast-paced environment where your work can have real-world imp..."
"IMC Trading","Macro Analyst Intern","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4941380101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4941380101 | internship timing not stated in title; graduation eligibility mentions: 2028 | MACRO ANALYST INTERN Our 9-week internship programme in Amsterdam is your chance to experience life as a Macro Analyst at IMC. As a Macro Analyst Intern, you will delve into the proprietary trading landscape during the first week of engaging and challenging classroom-based learning. You will have the opportunity hone your skills and apply what you’ve learned with a meaningful project and weekly trading challenges. Throughout the summer, you will receive comprehensive support from dedicated internship trainers, and mentors to guide you in your work and professional development. In our collaborative office environment, you will build a valuable network of IMC traders, researchers..."
"IMC Trading","Quantitative Trader Intern","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4936262101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4936262101 | internship timing not stated in title; graduation eligibility mentions: 2028 | Our summer internship programme in Amsterdam is your chance to experience life as a trader at IMC. As a Trader Intern, you will delve into the proprietary trading landscape during the first week of engaging and challenging classroom-based learning. You will have the opportunity hone your skills and apply what you’ve learned with a meaningful project and weekly trading challenges. Throughout the summer, you will receive comprehensive support from dedicated internship trainers, and mentors to guide you in your work and professional development. In our collaborative office environment, you will build a valuable network of IMC traders, researchers, analysts, and engineers. You will..."
"IMC Trading","Software Engineer Intern","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4667854101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4667854101 | internship timing not stated in title; graduation eligibility mentions: 2028, 2027 | Our summer internship programme in Amsterdam is your chance to experience life as an engineer at IMC. As a Software Engineer Intern, you will go beyond writing code and designing technology: you’ll gain insight into algorithm complexity and data structures, get to know IMC’s unique business model, and build valuable connections with our trading and technology teams. Throughout the summer, you will work on a relevant project while receiving comprehensive support from dedicated internship trainers, and a one-on-one mentor to guide you in your work and professional development. You will benefit from a highly competitive compensation package, fully-furnished corporate accommo..."
"IMC Trading","Trader Intern","Amsterdam, Netherlands","Europe","https://job-boards.eu.greenhouse.io/imc/jobs/4939846101","Career page Greenhouse:imc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/imc?error=true | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=4939846101 | internship timing not stated in title; graduation eligibility mentions: 2028 | Our summer internship programme in Amsterdam is your chance to experience life as a trader at IMC. As a Trader Intern, you will delve into the proprietary trading landscape during the first week of engaging and challenging classroom-based learning. You will have the opportunity hone your skills and apply what you’ve learned with a meaningful project and weekly trading challenges. Throughout the summer, you will receive comprehensive support from dedicated internship trainers, and mentors to guide you in your work and professional development. In our collaborative office environment, you will build a valuable network of IMC traders, researchers, analysts, and engineers. You will..."
"J.P. Morgan","Asset Management Summer Analyst Program","Varies by open location","Remote / Unspecified","https://careers.jpmorgan.com/US/en/students/programs/asset-management-summer-analyst","Official program page","Official broad program; check currently open locations","JPM page says interns research, analyze, and develop investment strategies and models; useful for quant asset-management track."
"J.P. Morgan","Markets Summer Analyst Program","Varies by open location","Remote / Unspecified","https://careers.jpmorgan.com/us/en/students/programs/markets-summer-analyst","Official program page","Official broad program; check currently open locations","JPM page describes work on market strategies, complex mathematical models, machine learning techniques, and trading simulations."
"Jane Street","Data Engineer","New York","North America","https://www.janestreet.com/join-jane-street/position/8631973002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Technology"
"Jane Street","Fundamental Research Analyst","New York","North America","https://www.janestreet.com/join-jane-street/position/8347286002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Trading, Research, and Machine Learning"
"Jane Street","Hardware Engineer (FPGA/ASIC)","New York","North America","https://www.janestreet.com/join-jane-street/position/8624440002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Technology"
"Jane Street","Hardware Engineer (FPGA/ASIC)","London","Europe","https://www.janestreet.com/join-jane-street/position/8651323002/","Official Jane Street jobs feed","Confirmed official posting","Internship; June-September; Technology"
"Jane Street","IT Operations Engineer","Hong Kong","Asia","https://www.janestreet.com/join-jane-street/position/8377831002/","Official Jane Street jobs feed","Confirmed official posting","Internship; December-February; Technology"
"Jane Street","IT Operations Engineer","Hong Kong","Asia","https://www.janestreet.com/join-jane-street/position/8641377002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Technology"
"Jane Street","IT Operations Engineer","London","Europe","https://www.janestreet.com/join-jane-street/position/8651274002/","Official Jane Street jobs feed","Confirmed official posting","Internship; June-September; Technology"
"Jane Street","Linux Engineer","New York","North America","https://www.janestreet.com/join-jane-street/position/8626260002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Technology"
"Jane Street","Linux Engineer","Hong Kong","Asia","https://www.janestreet.com/join-jane-street/position/8625946002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Technology"
"Jane Street","Linux Engineer","Hong Kong","Asia","https://www.janestreet.com/join-jane-street/position/8377832002/","Official Jane Street jobs feed","Confirmed official posting","Internship; December-February; Technology"
"Jane Street","Linux Engineer","London","Europe","https://www.janestreet.com/join-jane-street/position/8626146002/","Official Jane Street jobs feed","Confirmed official posting","Internship; June-September; Technology"
"Jane Street","Machine Learning Engineer","New York","North America","https://www.janestreet.com/join-jane-street/position/8611307002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Trading, Research, and Machine Learning"
"Jane Street","Machine Learning Engineer","London","Europe","https://www.janestreet.com/join-jane-street/position/8648474002/","Official Jane Street jobs feed","Confirmed official posting","Internship; June-September; Trading, Research, and Machine Learning"
"Jane Street","Machine Learning Researcher","New York","North America","https://www.janestreet.com/join-jane-street/position/8384490002/","Official Jane Street jobs feed","Confirmed official posting","Internship; May-August; Trading, Research, and Machine Learning"
